SEQ,TAX
Otu000304,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000305,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000306,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000307,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella
Otu000308,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000309,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000310,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000311,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000312,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu000313,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000314,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000315,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000316,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000317,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu000318,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000319,Bacteria
Otu000320,Bacteria
Otu000321,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000322,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000323,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000324,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000325,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
Otu000326,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000327,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas
Otu000328,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000329,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu000330,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu000331,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000332,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000333,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu000334,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000335,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
Otu000336,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella
Otu000337,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_XlVb
Otu000338,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000339,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000340,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000341,Bacteria
Otu000342,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000343,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000344,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000345,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus
Otu000346,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000347,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto
Otu000348,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000349,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000350,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu000351,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000352,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000353,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu000354,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000355,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
Otu000356,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000357,Bacteria;Firmicutes
Otu000358,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000359,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000360,Bacteria
Otu000361,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000362,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000363,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000364,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae
Otu000365,Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Collinsella
Otu000366,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000367,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae
Otu000368,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000369,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000370,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
Otu000371,Bacteria
Otu000372,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas
Otu000373,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
Otu000374,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000375,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
Otu000376,Bacteria;Firmicutes
Otu000377,Bacteria
Otu000378,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu000379,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella
Otu000380,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000381,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae
Otu000382,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000383,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae
Otu000384,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemania
Otu000385,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter
Otu000386,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000387,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000388,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu000389,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000390,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000391,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000392,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
Otu000393,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
Otu000394,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000395,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000396,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000397,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_XlVa
Otu000398,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella
Otu000399,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000400,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
Otu000401,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu000402,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000403,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000404,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_XlVa
Otu000405,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000406,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000407,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000408,Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae
Otu000409,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000410,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000411,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000412,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000413,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu000414,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
Otu000415,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu000416,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000417,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000418,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
Otu000419,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000420,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000421,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000422,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu000423,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus
Otu000424,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000425,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000426,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas
Otu000427,Bacteria
Otu000428,Bacteria
Otu000429,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000430,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000431,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000432,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000433,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu000434,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000435,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000436,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000437,Bacteria;Firmicutes;Clostridia
Otu000438,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000439,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu000440,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000441,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus
Otu000442,Bacteria;Proteobacteria
Otu000443,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000444,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000445,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Clostridium_XI
Otu000446,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000447,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu000448,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000449,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu000450,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira
Otu000451,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000452,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
Otu000453,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000454,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus
Otu000455,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000456,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
Otu000457,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000458,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_XlVa
Otu000459,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000460,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000461,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000462,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000463,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu000464,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000465,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000466,Bacteria
Otu000467,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000468,Bacteria;Proteobacteria
Otu000469,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000470,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium
Otu000471,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000472,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000473,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000474,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
Otu000475,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu000476,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000477,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu000478,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu000479,Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus
Otu000480,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu000481,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000482,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000483,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
Otu000484,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000485,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000486,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000487,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000488,Bacteria
Otu000489,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000490,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000491,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000492,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000493,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000494,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu000495,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella
Otu000496,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000497,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu000498,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000499,Bacteria
Otu000500,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000501,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000502,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000503,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000504,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000505,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu000506,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu000507,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
Otu000508,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000509,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemania
Otu000510,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000511,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000512,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000513,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000514,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000515,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000516,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000517,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto
Otu000518,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000519,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000520,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus
Otu000521,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Otu000522,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000523,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus
Otu000524,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000525,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000526,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000527,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_XlVa
Otu000528,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu000529,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000530,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu000531,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000532,Bacteria
Otu000533,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000534,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu000535,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000536,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu000537,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Clostridium_IV
Otu000538,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
Otu000539,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu000540,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000541,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000542,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000543,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000544,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000545,Bacteria
Otu000546,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000547,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu000548,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000549,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
Otu000550,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000551,Bacteria;Proteobacteria;Betaproteobacteria
Otu000552,Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella
Otu000553,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000554,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum
Otu000555,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu000556,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000557,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000558,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus
Otu000559,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000560,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000561,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000562,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae
Otu000563,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000564,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu000565,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000566,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000567,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000568,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu000569,Bacteria
Otu000570,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu000571,Bacteria;Firmicutes
Otu000572,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu000573,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus
Otu000574,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000575,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000576,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000577,Bacteria
Otu000578,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
Otu000579,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella
Otu000580,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000581,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
Otu000582,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu000583,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000584,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu000585,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu000586,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000587,Bacteria;Proteobacteria;Betaproteobacteria
Otu000588,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu000589,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu000590,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
Otu000591,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu000592,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu000593,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus
Otu000594,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu000595,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
